,species_1,species_2,jaccard_count,jaccard_norm,jaccard_diff
431,staphylococcus_epidermidis,pseudomonas_aeruginosa,0.16019527528783883,0.2015263194927419,-0.04133104420490308
261,clostridioides_difficile,mycobacterium_ulcerans,0.16226641867464808,0.16584331116946396,-0.003576892494815881
211,burkholderia_pseudomallei,staphylococcus_aureus,0.1625747849119812,0.19231320307254277,-0.029738418160561553
288,staphylococcus_pyogenes,micrococcus_luteus,0.16333857917614916,0.17398084741790992,-0.01064226824176076
488,mycobacterium_tuberculosis,clostridioides_difficile,0.16647127372795686,0.16590671314862382,0.0005645605793330455
324,pseudomonas_aeruginosa,staphylococcus_pyogenes,0.16654892758021014,0.2607792588837159,-0.09423033130350575
302,pseudomonas_aeruginosa,streptococcus_agalactiae,0.1667932055057372,0.23312339104723573,-0.06633018554149853
300,pseudomonas_aeruginosa,staphylococcus_haemolyticus,0.1670419029678651,0.20627503035980205,-0.039233127391936934
399,streptococcus_anginosus,burkholderia_pseudomallei,0.16786610883276235,0.23525065482897592,-0.06738454599621357
346,streptococcus_mitis,burkholderia_pseudomallei,0.17118909058358395,0.23244178231451143,-0.06125269173092748
390,streptococcus_anginosus,micrococcus_luteus,0.172376712971733,0.1799110986977494,-0.007534385726016418
301,pseudomonas_aeruginosa,staphylococcus_aureus,0.17347326761480766,0.2064139957376786,-0.03294072812287094
411,staphylococcus_epidermidis,stenotrophomonas_maltophilia,0.17530619720053053,0.20608314394786417,-0.03077694674733364
573,enterococcus_faecium,micrococcus_luteus,0.17755294995281895,0.17511575549885605,0.0024371944539628987
217,burkholderia_pseudomallei,streptococcus_pneumoniae,0.1777376960192509,0.2294618881258089,-0.05172419210655799
607,staphylococcus_pseudintermedius,micrococcus_luteus,0.17789175374237182,0.17726196937456332,0.0006297843678085002
73,micrococcus_luteus,streptococcus_pneumoniae,0.17906176646757266,0.18238281680383178,-0.0033210503362591237
337,streptococcus_mitis,micrococcus_luteus,0.1796420741519913,0.18633275285794396,-0.006690678705952663
414,staphylococcus_epidermidis,mycobacterium_ulcerans,0.1796931220821233,0.22185323354256073,-0.04216011146043744
72,micrococcus_luteus,streptococcus_salivarius,0.18176378512908475,0.18412811571173696,-0.002364330582652202
403,streptococcus_anginosus,pseudomonas_aeruginosa,0.18198225066305346,0.269012781739353,-0.08703053107629954
243,legionella_pneumophila,micrococcus_luteus,0.18199738226043732,0.17931607524884294,0.002681307011594386
216,burkholderia_pseudomallei,streptococcus_salivarius,0.18253995404036455,0.23204640826854148,-0.04950645422817693
10,stenotrophomonas_maltophilia,staphylococcus_haemolyticus,0.1828777185923255,0.2125041996994595,-0.029626481107134006
76,micrococcus_luteus,listeria_monocytogenes,0.18347120478377194,0.17961289708402287,0.0038583076997490695
12,stenotrophomonas_maltophilia,streptococcus_agalactiae,0.18487464226835762,0.23390043430997262,-0.049025792041615
30,mycobacterium_ulcerans,streptococcus_agalactiae,0.18696774390094156,0.2518338333335971,-0.06486608943265554
28,mycobacterium_ulcerans,staphylococcus_haemolyticus,0.18703282175003408,0.22826660824133552,-0.04123378649130144
284,staphylococcus_pyogenes,mycobacterium_ulcerans,0.18719381893531328,0.2825438026868761,-0.09534998375156284
281,staphylococcus_pyogenes,stenotrophomonas_maltophilia,0.18831646530302934,0.26289592109466986,-0.07457945579164052
224,burkholderia_pseudomallei,streptococcus_suis,0.18896401113692962,0.24567078370505532,-0.0567067725681257
350,streptococcus_mitis,pseudomonas_aeruginosa,0.1893708423568926,0.28031956048371465,-0.09094871812682204
117,acinetobacter_baumannii,micrococcus_luteus,0.1899263890289402,0.1884859324477073,0.0014404565812329018
11,stenotrophomonas_maltophilia,staphylococcus_aureus,0.18998650840945533,0.21393450641086847,-0.023947998001413145
616,staphylococcus_pseudintermedius,burkholderia_pseudomallei,0.1922873235454533,0.24612228804551384,-0.053834964500060534
103,streptococcus_suis,micrococcus_luteus,0.19425883452561052,0.1976556466852839,-0.0033968121596733847
29,mycobacterium_ulcerans,staphylococcus_aureus,0.1945434922979701,0.22996892864054436,-0.03542543634257425
307,pseudomonas_aeruginosa,streptococcus_pneumoniae,0.1971924399882904,0.2751578408445904,-0.0779654008563
494,mycobacterium_tuberculosis,staphylococcus_epidermidis,0.20208548961973324,0.22384844975751692,-0.02176296013778367
306,pseudomonas_aeruginosa,streptococcus_salivarius,0.20264281573398682,0.2761793362540777,-0.07353652052009088
386,streptococcus_anginosus,mycobacterium_ulcerans,0.20332984973584942,0.29050103099539265,-0.08717118125954323
220,burkholderia_pseudomallei,listeria_monocytogenes,0.20353858107447112,0.24527975459706644,-0.04174117352259532
582,enterococcus_faecium,burkholderia_pseudomallei,0.20386685975455512,0.23837483575197177,-0.034507975997416646
620,staphylococcus_pseudintermedius,pseudomonas_aeruginosa,0.203997101904712,0.25834332985690694,-0.05434622795219493
383,streptococcus_anginosus,stenotrophomonas_maltophilia,0.20496724144682932,0.2713818985332083,-0.066414657086379
252,legionella_pneumophila,burkholderia_pseudomallei,0.2093401016726481,0.23008017480137258,-0.020740073128724473
314,pseudomonas_aeruginosa,streptococcus_suis,0.20977184605184535,0.29534503375151044,-0.0855731876996651
465,mycobacterium_tuberculosis,staphylococcus_haemolyticus,0.21054466885111567,0.2306061214934308,-0.020061452642315125
456,bacillus_cereus,burkholderia_pseudomallei,0.21074270363453182,0.21162744860271857,-0.0008847449681867459
333,streptococcus_mitis,mycobacterium_ulcerans,0.2108226127880632,0.2972613545843956,-0.08643874179633243
330,streptococcus_mitis,stenotrophomonas_maltophilia,0.21242970628690128,0.27995347671890547,-0.0675237704320042
466,mycobacterium_tuberculosis,staphylococcus_aureus,0.2172567950753341,0.23257309306987367,-0.015316297994539568
467,mycobacterium_tuberculosis,streptococcus_agalactiae,0.21739880220736985,0.25284790333753443,-0.035449101130164584
207,campylobacter_jejuni,klebsiella_pneumoniae,0.21814024200944834,0.2941091533704877,-0.07596891136103937
586,enterococcus_faecium,pseudomonas_aeruginosa,0.21933038645364386,0.26219338758401795,-0.042863001130374084
26,streptococcus_pneumoniae,stenotrophomonas_maltophilia,0.2193354227574183,0.2744533594734059,-0.05511793671598758
310,pseudomonas_aeruginosa,listeria_monocytogenes,0.21966871746332228,0.26715332560644117,-0.04748460814311889
203,campylobacter_jejuni,klebsiella_michiganensis,0.21978344279956283,0.3062549209548945,-0.08647147815533165
35,mycobacterium_ulcerans,streptococcus_pneumoniae,0.21989356508588562,0.29236281082231264,-0.07246924573642702
540,vibrio_parahaemolyticus,micrococcus_luteus,0.2232199116759298,0.24231434779780567,-0.019094436121875863
489,mycobacterium_tuberculosis,staphylococcus_pyogenes,0.22530558014063373,0.2829731315402723,-0.057667551399638584
20,streptococcus_salivarius,stenotrophomonas_maltophilia,0.22684740804586442,0.27805794460185684,-0.05121053655599242
34,mycobacterium_ulcerans,streptococcus_salivarius,0.22807315747608545,0.29636204412848954,-0.0682888866524041
600,staphylococcus_pseudintermedius,stenotrophomonas_maltophilia,0.2289935946986404,0.26967076888271174,-0.04067717418407135
374,corynebacterium_striatum,clostridioides_difficile,0.22984176976809814,0.24041120924685808,-0.010569439478759934
603,staphylococcus_pseudintermedius,mycobacterium_ulcerans,0.23037894904619405,0.29013982212296835,-0.0597608730767743
460,bacillus_cereus,pseudomonas_aeruginosa,0.23052889626525053,0.2313698707812544,-0.0008409745160038729
225,burkholderia_pseudomallei,acinetobacter_baumannii,0.23118355524055817,0.2472771101452251,-0.016093554904666935
99,streptococcus_suis,mycobacterium_ulcerans,0.23394834632302466,0.3149667540098432,-0.08101840768681853
199,campylobacter_jejuni,serratia_liquefaciens,0.23410095286111177,0.3099560953227108,-0.07585514246159902
322,pseudomonas_aeruginosa,legionella_pneumophila,0.23413028248938153,0.27077234199628253,-0.036642059506901
440,bacillus_cereus,stenotrophomonas_maltophilia,0.2342870063917962,0.23363258192602357,0.0006544244657726295
96,streptococcus_suis,stenotrophomonas_maltophilia,0.23532278756942165,0.29527615215230085,-0.0599533645828792
566,enterococcus_faecium,stenotrophomonas_maltophilia,0.2405561215117153,0.2667227238511572,-0.026166602339441902
493,mycobacterium_tuberculosis,streptococcus_anginosus,0.24081709036317436,0.29127069224270136,-0.050453601879526994
50,listeria_monocytogenes,stenotrophomonas_maltophilia,0.241446578431464,0.27190100093814185,-0.030454422506677847
569,enterococcus_faecium,mycobacterium_ulcerans,0.24265637607851293,0.2839542443469093,-0.041297868268396376
53,listeria_monocytogenes,mycobacterium_ulcerans,0.24293983150349147,0.2908650335556004,-0.04792520205210893
257,clostridioides_difficile,neisseria_gonorrhoeae,0.24585601038038074,0.3065364476576354,-0.06068043727725464
371,corynebacterium_striatum,campylobacter_jejuni,0.2459983687692393,0.26614717265503324,-0.02014880388579393
495,mycobacterium_tuberculosis,bacillus_cereus,0.24628810765026118,0.2508011619157888,-0.0045130542655275885
269,clostridioides_difficile,neisseria_lactamica,0.247770579727485,0.306415825919974,-0.05864524619248901
443,bacillus_cereus,mycobacterium_ulcerans,0.24883850951417266,0.24917967135275867,-0.0003411618385860127
491,mycobacterium_tuberculosis,streptococcus_mitis,0.24960263360983367,0.29684136509990405,-0.04723873149007038
214,burkholderia_pseudomallei,neisseria_gonorrhoeae,0.2496706909784886,0.4217026872912957,-0.17203199631280708
226,burkholderia_pseudomallei,neisseria_lactamica,0.2513673524329324,0.42188605362796994,-0.17051870119503754
236,legionella_pneumophila,stenotrophomonas_maltophilia,0.2547266787118351,0.273084104947838,-0.01835742623600295
209,campylobacter_jejuni,escherichia_coli,0.2557395850802441,0.37063796746264327,-0.11489838238239919
472,mycobacterium_tuberculosis,streptococcus_pneumoniae,0.25633187844699995,0.292112394322931,-0.03578051587593106
315,pseudomonas_aeruginosa,acinetobacter_baumannii,0.25884375661487796,0.27963449706333443,-0.02079074044845647
239,legionella_pneumophila,mycobacterium_ulcerans,0.26050349816258844,0.2890801886499486,-0.028576690487360168
626,staphylococcus_pseudintermedius,mycobacterium_tuberculosis,0.2646212024213523,0.29290620840382187,-0.02828500598246958
508,yersinia_enterocolitica,micrococcus_luteus,0.26515681225165,0.26879254382076073,-0.003635731569110734
471,mycobacterium_tuberculosis,streptococcus_salivarius,0.2654758158018756,0.296603582712205,-0.03112776691032937
208,campylobacter_jejuni,salmonella_enterica_typhimurium,0.2704749650050668,0.351163765045184,-0.08068880004011719
304,pseudomonas_aeruginosa,neisseria_gonorrhoeae,0.2710228408596386,0.4531278854468591,-0.1821050445872205
592,enterococcus_faecium,mycobacterium_tuberculosis,0.2711660948883238,0.2845958337307235,-0.013429738842399674
316,pseudomonas_aeruginosa,neisseria_lactamica,0.27312931096165427,0.4547829780066183,-0.18165366704496405
289,staphylococcus_pyogenes,klebsiella_michiganensis,0.2735032955839698,0.4357322691712887,-0.16222897358731891
256,clostridioides_difficile,corynebacterium_diphtheriae,0.274193595173775,0.3095680940302086,-0.03537449885643357
479,mycobacterium_tuberculosis,streptococcus_suis,0.27484270596965343,0.3147445388240169,-0.03990183285436344
270,clostridioides_difficile,klebsiella_pneumoniae,0.2750405628648606,0.2692931691755711,0.005747393689289504
475,mycobacterium_tuberculosis,listeria_monocytogenes,0.2751343667511536,0.2922313772965212,-0.017097010545367608
455,bacillus_cereus,campylobacter_jejuni,0.2807258023563332,0.6287967768111253,-0.3480709744547921
110,acinetobacter_baumannii,stenotrophomonas_maltophilia,0.2807568412347983,0.2889126722417381,-0.008155831006939784
487,mycobacterium_tuberculosis,legionella_pneumophila,0.2836934739089069,0.2896240569170803,-0.005930583008173396
293,staphylococcus_pyogenes,klebsiella_pneumoniae,0.28400528575368444,0.4220050116482283,-0.13799972589454385
439,bacillus_cereus,neisseria_gonorrhoeae,0.28412306096816825,0.4268949028168287,-0.14277184184866043
262,clostridioides_difficile,serratia_liquefaciens,0.28591677954743755,0.28236513153374093,0.0035516480136966178
451,bacillus_cereus,neisseria_lactamica,0.28622462321885433,0.4262367312663474,-0.1400121080474931
264,clostridioides_difficile,corynebacterium_ulcerans,0.28648796819749034,0.31966143204856884,-0.0331734638510785
221,burkholderia_pseudomallei,corynebacterium_ulcerans,0.2874911116734931,0.40596074016516837,-0.11846962849167525
113,acinetobacter_baumannii,mycobacterium_ulcerans,0.2876229966313059,0.3059898289209404,-0.018366832289634483
183,escherichia_coli,micrococcus_luteus,0.28762417804565765,0.3222033412168074,-0.03457916317114973
266,clostridioides_difficile,klebsiella_michiganensis,0.28763923346133546,0.2800344128009979,0.0076048206603375745
548,vibrio_parahaemolyticus,campylobacter_jejuni,0.2879288055540644,0.45789393760522656,-0.16996513205116215
213,burkholderia_pseudomallei,corynebacterium_diphtheriae,0.2894742454451186,0.4204622055295161,-0.13098796008439745
338,streptococcus_mitis,klebsiella_michiganensis,0.29448403336819323,0.4515865224346285,-0.15710248906643526
32,mycobacterium_ulcerans,neisseria_gonorrhoeae,0.29588351934582485,0.48501483768199416,-0.1891313183361693
462,bacillus_cereus,corynebacterium_striatum,0.29714902527464354,0.3441124139899965,-0.04696338871535294
128,neisseria_lactamica,mycobacterium_ulcerans,0.29873621616947516,0.48716205065482804,-0.18842583448535288
459,bacillus_cereus,staphylococcus_pyogenes,0.29890870637894845,0.7074817953056638,-0.40857308892671534
423,staphylococcus_epidermidis,klebsiella_pneumoniae,0.30057628455653784,0.3403133202485891,-0.03973703569205128
80,klebsiella_michiganensis,streptococcus_agalactiae,0.3006055740141272,0.39874841637446135,-0.09814284236033416
433,staphylococcus_epidermidis,corynebacterium_striatum,0.300700731893817,0.3034954552849707,-0.002794723391153664
391,streptococcus_anginosus,klebsiella_michiganensis,0.3013770215390085,0.4467942223513861,-0.14541720081237758
138,klebsiella_pneumoniae,streptococcus_agalactiae,0.302362515310677,0.3843972136018083,-0.0820346982911313
295,staphylococcus_pyogenes,escherichia_coli,0.3028548236080733,0.5363516094621069,-0.2334967858540336
419,staphylococcus_epidermidis,klebsiella_michiganensis,0.30434908792090315,0.35413074186881555,-0.049781653947912397
480,mycobacterium_tuberculosis,acinetobacter_baumannii,0.30646319491780133,0.3080752084502458,-0.0016120135324444451
285,staphylococcus_pyogenes,serratia_liquefaciens,0.3072297115280472,0.45081728235415586,-0.14358757082610868
342,streptococcus_mitis,klebsiella_pneumoniae,0.3074929911247866,0.43886273288455685,-0.13136974175977023
549,vibrio_parahaemolyticus,burkholderia_pseudomallei,0.30895412639040737,0.31701074977607696,-0.008056623385669592
136,klebsiella_pneumoniae,staphylococcus_haemolyticus,0.3094039329038336,0.3496713768136095,-0.04026744390977588
517,yersinia_enterocolitica,burkholderia_pseudomallei,0.31004469283878544,0.32649889805212146,-0.016454205213336015
351,corynebacterium_striatum,staphylococcus_haemolyticus,0.3102219954069916,0.311959131483871,-0.0017371360768794197
395,streptococcus_anginosus,klebsiella_pneumoniae,0.3103988543498538,0.43187216080409413,-0.12147330645424032
352,corynebacterium_striatum,staphylococcus_aureus,0.3114268809676081,0.31152980126206126,-0.00010292029445313489
516,yersinia_enterocolitica,campylobacter_jejuni,0.3127465090498172,0.43639672080560976,-0.12365021175579255
70,micrococcus_luteus,neisseria_gonorrhoeae,0.31324538290248427,0.3228265154377735,-0.00958113253528925
78,klebsiella_michiganensis,staphylococcus_haemolyticus,0.3133722543311238,0.36444770861773795,-0.05107545428661414
132,neisseria_lactamica,micrococcus_luteus,0.3152838782806033,0.3239571353058159,-0.0086732570252126
14,stenotrophomonas_maltophilia,neisseria_gonorrhoeae,0.31729223554215946,0.46151317143461423,-0.14422093589245477
222,burkholderia_pseudomallei,micrococcus_luteus,0.3176369274985603,0.5209303248192627,-0.2032933973207024
85,klebsiella_michiganensis,streptococcus_pneumoniae,0.31947372909415517,0.4464690644916359,-0.12699533539748076
125,neisseria_lactamica,stenotrophomonas_maltophilia,0.31967028943457704,0.46383905122467367,-0.14416876179009663
137,klebsiella_pneumoniae,staphylococcus_aureus,0.3203800432574947,0.35044707167622224,-0.03006702841872755
415,staphylococcus_epidermidis,serratia_liquefaciens,0.32144566656851636,0.36176197296324825,-0.04031630639473188
193,campylobacter_jejuni,corynebacterium_diphtheriae,0.32421511301835776,0.33809974346880883,-0.013884630450451074
461,bacillus_cereus,streptococcus_mitis,0.3250144646615087,0.68291696345021,-0.35790249878870134
38,serratia_liquefaciens,streptococcus_agalactiae,0.32560483561193415,0.40733344364612417,-0.08172860803419002
165,salmonella_enterica_typhimurium,micrococcus_luteus,0.3256077564371791,0.3478599000840862,-0.022252143646907085
79,klebsiella_michiganensis,staphylococcus_aureus,0.32591109203389856,0.3651558204083032,-0.039244728374404625
344,streptococcus_mitis,escherichia_coli,0.3268668572345022,0.5504985361672952,-0.22363167893279295
311,pseudomonas_aeruginosa,corynebacterium_ulcerans,0.3292495156026098,0.4893333770249852,-0.1600838614223754
143,klebsiella_pneumoniae,streptococcus_pneumoniae,0.3304652368792508,0.43377791661839027,-0.10331267973913949
303,pseudomonas_aeruginosa,corynebacterium_diphtheriae,0.33107665819911924,0.5015225328535575,-0.17044587465443828
36,serratia_liquefaciens,staphylococcus_haemolyticus,0.33145743390989246,0.37186898641021965,-0.040411552500327186
104,streptococcus_suis,klebsiella_michiganensis,0.33282936430313614,0.4747393700451189,-0.14191000574198276
438,bacillus_cereus,corynebacterium_diphtheriae,0.3330368757389314,0.4354322274064599,-0.1023953516675285
84,klebsiella_michiganensis,streptococcus_salivarius,0.3331992674280507,0.4521054270843008,-0.11890615965625007
201,campylobacter_jejuni,corynebacterium_ulcerans,0.3333367656618868,0.3509248392526122,-0.017588073590725395
463,bacillus_cereus,streptococcus_anginosus,0.3342422001616305,0.737141062144353,-0.40289886198272257
334,streptococcus_mitis,serratia_liquefaciens,0.3345500238401113,0.464637733825488,-0.13008770998537672
294,staphylococcus_pyogenes,salmonella_enterica_typhimurium,0.33581413238548996,0.5036510583758581,-0.16783692599036815
271,clostridioides_difficile,salmonella_enterica_typhimurium,0.33657360191718344,0.3286453130226792,0.007928288894504254
552,vibrio_parahaemolyticus,staphylococcus_pyogenes,0.3372143795154718,0.662254459949107,-0.32504008043363525
75,micrococcus_luteus,serratia_liquefaciens,0.3374690363325372,0.3879474393716424,-0.05047840303910517
387,streptococcus_anginosus,serratia_liquefaciens,0.33796859278098607,0.45903781634822677,-0.1210692235672407
397,streptococcus_anginosus,escherichia_coli,0.33863566029898134,0.5490146146183933,-0.21037895431941195
90,klebsiella_michiganensis,micrococcus_luteus,0.3397259824563694,0.4061089189337456,-0.0663829364773762
353,corynebacterium_striatum,streptococcus_agalactiae,0.3400069514066848,0.3523808854315472,-0.01237393402486242
446,bacillus_cereus,corynebacterium_ulcerans,0.3426195229112771,0.443019607185431,-0.10040008427415387
37,serratia_liquefaciens,staphylococcus_aureus,0.3443280115165267,0.37625837767816767,-0.031930366161640966
553,vibrio_parahaemolyticus,pseudomonas_aeruginosa,0.344792941214857,0.3526634478656995,-0.00787050665084249
142,klebsiella_pneumoniae,streptococcus_salivarius,0.3452633293509315,0.4382609370019854,-0.09299760765105386
206,campylobacter_jejuni,neisseria_lactamica,0.34567560822150784,0.3448008022333577,0.0008748059881501513
150,klebsiella_pneumoniae,streptococcus_suis,0.3457392190557446,0.4611849777922511,-0.11544575873650648
194,campylobacter_jejuni,neisseria_gonorrhoeae,0.3463733688030332,0.3445441061355361,0.0018292626674971113
173,escherichia_coli,streptococcus_agalactiae,0.3480401470344101,0.49335374094848805,-0.14531359391407794
82,klebsiella_michiganensis,neisseria_gonorrhoeae,0.3536322761804682,0.6293364308720569,-0.2757041546915887
272,clostridioides_difficile,escherichia_coli,0.3543630688426679,0.34954111385818953,0.004821954984478349
437,bacillus_cereus,streptococcus_agalactiae,0.35609782837095844,0.7766097891458599,-0.42051196077490144
178,escherichia_coli,streptococcus_pneumoniae,0.3572485507257268,0.5456450783557537,-0.1883965276300269
133,neisseria_lactamica,klebsiella_michiganensis,0.35772498577624123,0.6321929108698255,-0.2744679250935843
372,corynebacterium_striatum,burkholderia_pseudomallei,0.3578971644064109,0.4935942023095319,-0.135697037903121
43,serratia_liquefaciens,streptococcus_pneumoniae,0.35831321523749804,0.4589313468716063,-0.10061813163410827
442,bacillus_cereus,streptococcus_pneumoniae,0.35883934748856333,0.6945538202199902,-0.3357144727314269
343,streptococcus_mitis,salmonella_enterica_typhimurium,0.35913153259500974,0.5174513186123831,-0.1583197860173734
608,staphylococcus_pseudintermedius,klebsiella_michiganensis,0.36073449710799355,0.44202609896998213,-0.08129160186198858
63,corynebacterium_ulcerans,mycobacterium_ulcerans,0.3608685516955366,0.5347993271128102,-0.1739307754172736
148,klebsiella_pneumoniae,micrococcus_luteus,0.36093767749630806,0.42752179835040693,-0.06658412085409887
612,staphylococcus_pseudintermedius,klebsiella_pneumoniae,0.3613676091494691,0.42417863131655376,-0.06281102216708467
521,yersinia_enterocolitica,pseudomonas_aeruginosa,0.36191711019515255,0.3886094618286056,-0.02669235163345307
375,corynebacterium_striatum,staphylococcus_pyogenes,0.36206042409692146,0.39366515681191777,-0.03160473271499631
77,micrococcus_luteus,corynebacterium_ulcerans,0.36487110814890594,0.36474641490415066,0.00012469324475528065
533,vibrio_parahaemolyticus,stenotrophomonas_maltophilia,0.36602554110370944,0.36538517823617106,0.0006403628675383799
31,mycobacterium_ulcerans,corynebacterium_diphtheriae,0.3672010731212599,0.5626844161357245,-0.19548334301446463
449,bacillus_cereus,streptococcus_suis,0.36747406230874596,0.6815303822772879,-0.31405631996854194
554,vibrio_parahaemolyticus,streptococcus_mitis,0.3676138740399284,0.6691849269102038,-0.3015710528702754
69,micrococcus_luteus,corynebacterium_diphtheriae,0.36914162000693784,0.3697610809034463,-0.0006194608965084392
425,staphylococcus_epidermidis,escherichia_coli,0.36925496735393076,0.44296996737351807,-0.0737150000195873
396,streptococcus_anginosus,salmonella_enterica_typhimurium,0.3711264524016387,0.5143068614928831,-0.14318040909124435
185,escherichia_coli,streptococcus_suis,0.371243966671049,0.5789013266452099,-0.2076573599741609
410,staphylococcus_epidermidis,neisseria_gonorrhoeae,0.37227050865546085,0.3804117990714481,-0.008141290415987268
520,yersinia_enterocolitica,staphylococcus_pyogenes,0.37294575813274095,0.6332853311084077,-0.26033957297566673
422,staphylococcus_epidermidis,neisseria_lactamica,0.37300185049683715,0.38015279991329615,-0.007150949416458996
469,mycobacterium_tuberculosis,neisseria_gonorrhoeae,0.37320936317338693,0.48672630156813756,-0.11351693839475063
155,salmonella_enterica_typhimurium,streptococcus_agalactiae,0.3736276881473936,0.463595735114081,-0.08996804696668737
140,klebsiella_pneumoniae,neisseria_gonorrhoeae,0.3741059576203853,0.611493962593886,-0.2373880049735007
42,serratia_liquefaciens,streptococcus_salivarius,0.3742715935775818,0.4677490476935922,-0.09347745411601044
441,bacillus_cereus,streptococcus_salivarius,0.3746114248296755,0.6755166437309192,-0.3009052189012437
177,escherichia_coli,streptococcus_salivarius,0.37470068424155367,0.5565285122648291,-0.18182782802327546
7,neisseria_gonorrhoeae,staphylococcus_aureus,0.37477350696673484,0.39448501709065226,-0.01971151012391742
556,vibrio_parahaemolyticus,streptococcus_anginosus,0.3761602113235058,0.6702314992721691,-0.2940712879486633
481,mycobacterium_tuberculosis,neisseria_lactamica,0.376469161813873,0.4885075930274882,-0.11203843121361517
6,neisseria_gonorrhoeae,staphylococcus_haemolyticus,0.3766869221131036,0.38681892565074816,-0.01013200353764454
121,neisseria_lactamica,staphylococcus_aureus,0.3766871323516511,0.39461555747003646,-0.017928425118385383
100,streptococcus_suis,serratia_liquefaciens,0.3771449855739669,0.48911819293484227,-0.11197320736087535
532,vibrio_parahaemolyticus,neisseria_gonorrhoeae,0.3772752880860372,0.5696965713644303,-0.19242128327839308
120,neisseria_lactamica,staphylococcus_haemolyticus,0.378014601165925,0.38681750344941335,-0.008802902283488345
152,klebsiella_pneumoniae,neisseria_lactamica,0.378345634463406,0.6145275666978739,-0.23618193223446787
424,staphylococcus_epidermidis,salmonella_enterica_typhimurium,0.37927108277263233,0.41474712302024874,-0.035476040247616414
171,escherichia_coli,staphylococcus_haemolyticus,0.3799036225701537,0.45474125412551036,-0.07483763155535667
299,staphylococcus_pyogenes,clostridioides_difficile,0.3802019758108818,0.5787438795050649,-0.19854190369418312
146,klebsiella_pneumoniae,listeria_monocytogenes,0.3805505041901773,0.4325254827684756,-0.0519749785782983
405,streptococcus_anginosus,corynebacterium_striatum,0.38055636885396454,0.4029124052132985,-0.022356036359333975
452,bacillus_cereus,klebsiella_pneumoniae,0.3805833255143106,0.3814879359996372,-0.0009046104853265846
175,escherichia_coli,neisseria_gonorrhoeae,0.38062892070496274,0.6412030432204043,-0.2605741225154416
229,burkholderia_pseudomallei,escherichia_coli,0.3813721289603243,0.3881056173541407,-0.006733488393816378
544,vibrio_parahaemolyticus,neisseria_lactamica,0.38141642805619114,0.5720095909606985,-0.19059316290450734
622,staphylococcus_pseudintermedius,corynebacterium_striatum,0.3814274349333379,0.3833859970198804,-0.0019585620865424924
312,pseudomonas_aeruginosa,micrococcus_luteus,0.383143921531642,0.5920023472883164,-0.20885842575667435
88,klebsiella_michiganensis,listeria_monocytogenes,0.3836048429293147,0.45175619177576454,-0.06815134884644986
60,corynebacterium_ulcerans,stenotrophomonas_maltophilia,0.38361813368734143,0.4979101871612874,-0.11429205347394594
578,enterococcus_faecium,klebsiella_pneumoniae,0.384067952643768,0.42542434337640705,-0.04135639073263908
536,vibrio_parahaemolyticus,mycobacterium_ulcerans,0.3844116061685708,0.38942231808343414,-0.005010711914863353
187,escherichia_coli,neisseria_lactamica,0.3853363568222429,0.6436881442319337,-0.2583517874096908
588,enterococcus_faecium,corynebacterium_striatum,0.3855878589725175,0.3856418723967023,-5.401342418476229e-05
